id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
15420,Georgian Boutique Apt City Centre,60423,Charlotte,,"Old Town, Princes Street and Leith Street",55.95689,-3.18768,Entire home/apt,80,3,283,2019-06-23,2.76,1,193
24288,"Cool central Loft, sleeps 4, 2 double bed+en-suite",46498,Gordon,,Meadows and Southside,55.94265,-3.18467,Entire home/apt,115,2,199,2019-06-19,1.86,1,4
38628,Edinburgh Holiday Let,165635,Trish,,Joppa,55.94308,-3.09525,Entire home/apt,46,4,52,2019-05-29,0.85,2,288
44552,Double room - spacious Leith flat,195950,Shaun,,South Leith,55.966,-3.17241,Private room,32,2,184,2019-06-04,1.71,1,136
47616,"City flat, close to nature and the Fringe",216203,Ben,,"Canongate, Southside and Dumbiedykes",55.94732,-3.17851,Private room,100,1,32,2019-05-26,0.84,1,0
48645,Large Sunny Room on Royal Mile,221474,Mark,,"Old Town, Princes Street and Leith Street",55.95113,-3.1838,Private room,71,1,762,2019-06-22,7.44,2,128
51505,Superb City Centre Apartment,236828,Francois,,New Town West,55.95503,-3.19834,Entire home/apt,175,3,7,2019-01-27,0.07,7,0
54188,The Four Sisters Boatel,253850,Natalie,,Tollcross,55.94257,-3.20801,Entire home/apt,150,2,28,2018-10-15,0.34,1,260
55881,Lovely central apartment sleeps 6,264345,Susie,,Hillside and Calton Hill,55.96049,-3.17828,Entire home/apt,139,2,222,2019-06-16,2.23,1,258
58682,Beautiful Apartment in Edinburgh,281109,Rona,,Deans Village,55.95471,-3.21612,Entire home/apt,190,2,142,2019-05-28,2.01,4,152
67706,Lovely central flat in New Town,334476,F,,New Town East and Gayfield,55.9575,-3.19003,Entire home/apt,85,5,14,2018-06-24,0.38,1,236
74877,Stunning One Bedroom Loft Apartment With Balcony,394949,Derek,,North Leith and Newhaven,55.97738,-3.18064,Entire home/apt,64,2,60,2019-06-13,0.66,1,142
85620,Rustic Urban Retreat in City View Flat,334208,Carrie,,Leith (Albert Street),55.96164,-3.17627,Entire home/apt,79,2,393,2019-06-23,4.04,2,254
87097,Double Room in Comfortable Family Home,477325,Juliet,,Siverknowes and Davidson's Mains,55.96564,-3.27512,Private room,60,1,116,2019-06-09,1.19,3,342
93904,Central Ensuite Room +Hot Breakfast,502783,Brett,,Dalry and Fountainbridge,55.94468,-3.22006,Private room,55,1,431,2019-06-23,4.36,1,301
97472,"PERFECT LOCATION,FREE PARKING,WIFI",486859,Alan,,Merchiston and Greenhill,55.93051,-3.21063,Entire home/apt,70,5,28,2018-08-28,0.29,1,278
100285,Stylish Royal Botantic Ground Flat,527379,David,,Hillside and Calton Hill,55.95613,-3.17477,Entire home/apt,120,4,58,2018-09-04,0.60,1,143
109731,Holyrood Park Flat near Arthur Seat,565761,Noël,,Meadowbank and Abbeyhill North,55.95533,-3.1585,Entire home/apt,50,1,358,2019-06-21,3.67,4,30
112625,"Epicurean Clerk  - Huge, Central!",574430,Michele,,Meadows and Southside,55.93927,-3.18031,Entire home/apt,280,3,106,2019-06-02,1.10,1,257
118314,Vibrant Cottage-style Flat in Leith Links,597415,Daniela,,Leith (Hermitage and Prospect Bank),55.96802,-3.1618,Entire home/apt,75,2,166,2019-06-17,1.69,4,101
122930,Explore the Royal Mile from a City View Apartment,615381,James,,Meadowbank and Abbeyhill North,55.9583,-3.17016,Entire home/apt,65,3,615,2019-06-23,6.52,2,270
131342,Central Edinburgh Studio apartments,646405,Rachel,,Deans Village,55.94682,-3.21815,Entire home/apt,80,2,97,2018-07-25,0.99,1,266
138010,Stylish Castle View Apartment,199204,Fleur,,Meadows and Southside,55.94585,-3.19622,Entire home/apt,80,2,468,2019-06-11,4.80,1,257
143047,Luxurious for 4 in Great Location,694281,Paul,,Hillside and Calton Hill,55.95863,-3.17763,Entire home/apt,180,2,11,2018-08-08,0.11,1,342
145675,Real comfort in Edinburgh suburbs (private room),705123,Jane,,"Jewel, Brunstane and Newcraighall",55.93706,-3.10792,Private room,60,1,56,2019-06-09,0.58,1,46
159769,Ground Floor Garden Flat in City,273097,Lyn,,Meadows and Southside,55.94004,-3.17943,Entire home/apt,200,7,1,2017-01-03,0.03,2,0
163870,"Stunning 2 bedroom flat @ the Shore, free parking",33078,Mel,,The Shore and Constitution Street,55.97721,-3.16887,Entire home/apt,60,3,101,2019-06-21,1.05,1,111
170756,Guest-room in Central Penthouse,278168,Maureen,,Dalry and Fountainbridge,55.9449,-3.21122,Private room,55,2,297,2019-06-24,3.14,2,2
170762,City Centre Apartment with Castle Views,278168,Maureen,,Deans Village,55.95085,-3.20453,Entire home/apt,131,2,280,2019-06-21,2.92,2,66
177944,Nice Central Double room incl. Breakfast,851172,Zeb David,,Easter Road and Hawkhill Avenue,55.96106,-3.17202,Private room,40,1,26,2017-09-03,0.27,10,305
180429,Bright Central Double room incl. Breakfast,851172,Zeb David,,Leith (Albert Street),55.96213,-3.17144,Private room,45,1,50,2019-05-30,0.52,10,365
181860,Flat with a view of Holyrood Park,871581,Jane-Ann,,"Canongate, Southside and Dumbiedykes",55.95017,-3.16919,Entire home/apt,65,3,361,2019-06-21,3.82,1,285
185514,Luxurious apartment 10 minutes from center&Castle!,827146,Rona,,Murrayfield and Ravelston,55.94603,-3.24251,Entire home/apt,223,2,135,2019-06-11,1.43,2,319
186691,Double Room Edinburgh City Centre  ,897409,Roman,,New Town West,55.95589,-3.20701,Private room,65,2,8,2014-10-26,0.09,2,175
197220,1 bedroom flat in a great location,960760,Carl,,Marchmont East and Sciennes,55.93826,-3.188,Private room,85,1,1,2012-01-03,0.01,1,0
214571,Awesome location on High Street,1107698,Michael,,"Old Town, Princes Street and Leith Street",55.95015,-3.18846,Entire home/apt,200,2,211,2019-06-20,2.31,1,333
216245,"Luxury, City Centre, Free Wifi - T",173941,Neil,,Dalry and Fountainbridge,55.94352,-3.21999,Entire home/apt,300,2,23,2019-06-02,0.27,5,297
229494,Large Room in Quirky Wee Apartment - Arthur's Seat,1198626,Sally,,"Canongate, Southside and Dumbiedykes",55.94345,-3.17774,Private room,50,2,491,2019-06-11,5.23,2,136
233839,Double bedroom in central Edinburgh,992589,Angie,,Drylaw,55.9637,-3.24809,Private room,20,2,291,2019-06-06,3.58,1,195
241054,Luxury DoubleRoom- private bathroom,1264756,Susan,,Easter Road and Hawkhill Avenue,55.9615,-3.16308,Private room,42,3,172,2019-05-30,1.99,3,303
241511,HOME-FROM-HOME - Tranquil city centre room for 1-5,1267059,David,,Broughton South,55.96488,-3.18814,Private room,34,1,179,2019-06-11,1.96,1,139
243941,Apartment In The Heart Of Scotland,1280035,Benedetto,,Trinity East and The Dudleys,55.97464,-3.18727,Entire home/apt,115,2,77,2018-08-28,0.96,2,318
247902,Edinburgh Waterfront Apartments ( blue),1297674,Edinburgh,,North Leith and Newhaven,55.98085,-3.193,Entire home/apt,349,2,35,2019-04-29,0.39,2,335
256783,Double Room in Central Edinburgh. Private Shower,273097,Lyn,,Newington and Dalkeith Road,55.94048,-3.17839,Private room,45,2,269,2019-06-14,2.89,2,251
286315,"Ideal for short visit or working trip, Marchmont.",1490036,Sitar,,Marchmont West,55.93752,-3.19519,Private room,40,4,24,2019-06-02,0.26,1,219
289425,Quirky Old Apartment Holyrood Park,1198626,Sally,,"Canongate, Southside and Dumbiedykes",55.9436,-3.17805,Entire home/apt,70,7,52,2019-04-27,0.58,2,295
291287,StayinginScotland,1509791,Naomi,,New Town West,55.95764,-3.20627,Private room,100,1,0,,,2,163
291560,Lovely Apartment 5 Mins from Castle,1510582,Vroni,,Tollcross,55.94439,-3.20236,Entire home/apt,50,3,7,2019-01-01,0.08,3,5
303242,Huge double room - central period property,1560994,Miles,,Broughton North and Powderhall,55.96273,-3.19338,Private room,70,2,35,2018-09-18,0.41,2,147
303689,Quiet Single Room in Edinburgh-Wifi,1563155,Carole,,Oxgangs,55.90737,-3.22198,Private room,120,1,13,2017-05-28,0.15,1,364
307715,Beside The Castle *with Free Wi Fi*,1583173,Yvonne,,"Old Town, Princes Street and Leith Street",55.94902,-3.19694,Entire home/apt,108,3,166,2019-06-09,1.86,1,62
310380,Lovely flat near Portobello Beach,1596537,Justin & Eva !,,Portobello,55.95198,-3.11302,Entire home/apt,55,4,135,2018-10-09,1.54,3,0
317080,Lovely Big Room 5 Min from Castle,1510582,Vroni,,Tollcross,55.94527,-3.20051,Private room,40,5,78,2019-05-25,0.87,3,37
317676,Meadows Apartment A (castle views),1602978,Duncan,,Marchmont West,55.93877,-3.19942,Entire home/apt,125,2,14,2018-08-24,0.16,3,16
321335,Central Edinburgh With Castle View,1645877,Karen,,Meadows and Southside,55.94168,-3.20325,Private room,50,1,69,2019-06-09,0.80,3,323
327159,Central Old Town Castle Apt,1672688,Maggie,,"Old Town, Princes Street and Leith Street",55.94621,-3.19749,Entire home/apt,94,1,75,2019-05-21,0.86,2,365
327161,"Central Old Town Apt, parking, Wifi",1672688,Maggie,,"Old Town, Princes Street and Leith Street",55.9486,-3.18342,Entire home/apt,93,1,59,2019-06-18,0.74,2,358
327168,5 Star Edinburgh Central Apartment,1672749,Fiona,,Hillside and Calton Hill,55.95833,-3.17946,Entire home/apt,120,3,2,2013-07-01,0.03,1,48
335733,Beautiful modern Studio in the Grassmarket!,1708860,Amanda,,"Old Town, Princes Street and Leith Street",55.94859,-3.19346,Entire home/apt,1000,1,224,2019-06-18,2.59,7,160
336457,Quirky Scottish apartment on the Royal Mile!,1708860,Amanda,,"Old Town, Princes Street and Leith Street",55.94779,-3.19407,Entire home/apt,1000,1,281,2019-06-21,3.17,7,144
340452,"Bright, unique, quiet and central flat",1727489,Roland,,Hillside and Calton Hill,55.95858,-3.1803,Entire home/apt,80,2,447,2019-06-12,5.04,1,164
350267, Gattopardo Edinburgh Holiday House,1775021,Gino,,Broughton North and Powderhall,55.96334,-3.19158,Entire home/apt,90,2,100,2019-06-22,14.93,4,0
352432,Edinburgh Garden Apartment,1784753,Pamela,,Deans Village,55.94928,-3.22156,Entire home/apt,150,3,74,2019-06-18,0.88,4,328
355938,Parliament Square - Royal Mile,1801836,Shahid,,"Old Town, Princes Street and Leith Street",55.94998,-3.18888,Entire home/apt,180,2,115,2019-06-14,1.33,4,263
356028,"APARTMENT 2 bed, family friendly & FREE parking",1802110,Deanna,,Bonnington,55.97228,-3.18704,Entire home/apt,79,3,29,2019-06-24,0.35,2,0
356052,"Mia Apartment, Edinburgh City ",1775021,Gino,,Broughton South,55.96539,-3.18645,Entire home/apt,85,2,22,2016-08-30,0.26,4,0
361050,Large room in disabled friendly flat - Bruntsfield,1825119,Anne,,Bruntsfield,55.9393,-3.20932,Private room,50,2,57,2019-04-21,0.66,1,300
362653,"Papermill Wynd Chiara Apartment,",1775021,Gino,,Pilrig,55.96548,-3.18485,Entire home/apt,85,2,41,2017-05-27,0.50,4,0
363392,Victorian flat in Bruntsfield,1836296,Mary,,Merchiston and Greenhill,55.93451,-3.21636,Entire home/apt,100,3,33,2019-05-10,0.38,1,202
363642,Wonderful/beautiful room Edinburgh ,1837147,Wendy,,Comiston and Swanston,55.90923,-3.21368,Private room,44,1,67,2019-06-09,0.80,1,323
368502,Edinburgh Old town Blair st hol/let,903813,Tony And Jayne,,"Old Town, Princes Street and Leith Street",55.94879,-3.18676,Entire home/apt,85,3,75,2018-09-17,1.00,5,0
374301,Meadows Apartment B (castle view),1602978,Duncan,,Marchmont West,55.93817,-3.19872,Entire home/apt,120,2,36,2019-06-21,0.48,3,18
376937,"Dario Apartment, Edinburgh",1775021,Gino,,Broughton South,55.96508,-3.18569,Entire home/apt,85,2,67,2019-06-09,0.89,4,41
388297,Stunning villa by Holyrood Park -parking & garden!,1942840,Yvonne,,Willowbrae and Duddingston Village,55.95281,-3.14962,Entire home/apt,125,2,65,2019-06-10,0.78,3,157
389318,"City centre. Walk to Castle, Museum etc. Own bath.",1947854,Rona,,Meadows and Southside,55.94213,-3.18119,Private room,44,2,359,2019-06-24,4.07,1,92
391558,"City centre, One Bedroom, Main door.",1958301,Joanne,,"Old Town, Princes Street and Leith Street",55.9574,-3.18673,Entire home/apt,130,2,21,2019-06-23,0.25,1,344
391610,"Warm, peaceful double room with private showerroom",1958560,Alejandro And Harriet,,Shandon,55.93241,-3.23152,Private room,35,2,395,2019-06-15,4.47,2,37
391611,"Warm, peaceful, sunny twin/double/triple room",1958560,Alejandro And Harriet,,Shandon,55.93166,-3.23141,Private room,40,3,178,2018-04-10,2.02,2,0
395349,Sunny 2 bedroomed top floor flat,1975862,Fiona,,Corstorphine,55.94196,-3.29139,Entire home/apt,130,2,21,2019-04-22,0.25,1,334
399593,Edinburgh City Centre Town House  Flat,897409,Roman,,New Town West,55.95677,-3.20728,Entire home/apt,200,3,1,2017-01-03,0.03,2,364
404888,"Quirky, arty apartment in Abbeyhill",1699475,Fiona,,Abbeyhill,55.95507,-3.16613,Entire home/apt,100,3,15,2018-08-26,0.18,1,152
405790,Royal Mile near Castle - overlooks Writers Museum,1947266,John,,"Old Town, Princes Street and Leith Street",55.95054,-3.19261,Entire home/apt,165,30,87,2019-06-13,1.12,1,97
408831,Sunny Room in house with beautiful views,2035652,Liz,,Comiston and Swanston,55.90072,-3.22044,Private room,25,2,75,2018-10-16,0.90,2,0
410181,Edinburgh- Dbl room great location,2041775,Janie,,Easter Road and Hawkhill Avenue,55.96422,-3.1741,Private room,35,4,80,2019-06-17,0.96,2,164
410413,"Central dble/en-suite,free parking",2042761,Tom,,Hillside and Calton Hill,55.96049,-3.17272,Private room,30,2,249,2019-06-15,2.87,2,206
419487,Booklover's Bed With a View,2084557,Rachel,,"Old Town, Princes Street and Leith Street",55.95148,-3.19595,Entire home/apt,85,4,102,2019-06-07,1.65,1,309
426766,Bright  Clean  Double Room  Ensuite,1961072,Javed,,Prestonfield,55.92897,-3.1552,Private room,60,1,74,2019-06-09,0.85,2,357
426770,Bright & Clean Single Room /Central,1961072,Javed,,Prestonfield,55.92925,-3.15734,Private room,45,1,44,2019-06-14,0.51,2,365
428822,Exclusive en-suite family room near City & airport,2131536,Carmela,,"Barnton, Cammo and Cramond South",55.96202,-3.3119,Private room,69,1,193,2019-06-24,5.47,1,217
439136,Bright long term room 100m to beach buses& shops,1956481,Angela,,Portobello,55.95326,-3.1123,Private room,60,2,30,2019-01-01,0.36,1,141
442465,One of the rooms in Zeb's flat,851172,Zeb David,,Easter Road and Hawkhill Avenue,55.96038,-3.17134,Private room,80,1,5,2018-01-02,0.06,10,297
447206,Comfy Room behind Holyrood Palace,2220775,Eva,,Abbeyhill,55.95577,-3.16925,Private room,30,2,593,2019-06-11,6.82,6,12
448055,3 Bedrm Hse: Amazing Locn & Spec ,2225254,James,,Tollcross,55.949,-3.20971,Entire home/apt,275,5,0,,,1,0
449075,Cloudberry Apt. - Free Parking,2229734,Natalie,,Newington and Dalkeith Road,55.93912,-3.17492,Entire home/apt,140,1,2,2019-04-09,0.06,1,265
449083,Single Bedroom in colony flat,565761,Noël,,Meadowbank and Abbeyhill North,55.95725,-3.16673,Private room,50,1,37,2019-06-23,3.43,4,154
450745,Bright 2 br flat walking distance Royal Mile,2238338,Jen,,"Canongate, Southside and Dumbiedykes",55.94401,-3.17894,Entire home/apt,90,2,91,2019-06-17,3.41,1,24
458510,Central Edinburgh 1 Bedroom Flat,2280137,Gill,,Deans Village,55.95194,-3.20634,Entire home/apt,85,4,172,2019-06-02,2.00,14,315
477901,Greyfriars Bobby Apartment,2367948,Axel,,"Old Town, Princes Street and Leith Street",55.94562,-3.19112,Entire home/apt,85,3,137,2019-06-23,2.98,1,182
480324,"Water of Leith View, Edinburgh",2378566,Heather,,North Leith and Newhaven,55.97607,-3.17884,Entire home/apt,112,2,39,2019-06-02,0.69,2,279
481841,Castle View in Trendy Stockbridge,1940604,James,,Stockbridge,55.95969,-3.2133,Entire home/apt,95,2,6,2013-09-01,0.08,1,47
485856,Royal Mile Apt1- Historic Old Town Centre,2404912,Carol,,"Old Town, Princes Street and Leith Street",55.94979,-3.18354,Entire home/apt,99,2,305,2019-06-07,3.62,2,0
493689,Pretty avenue house in N. Edinburgh,2438923,Kate,,Boswall and Pilton,55.97308,-3.22095,Private room,65,3,8,2015-08-29,0.09,1,0
493769,"Royal Mile Apartment, 1 bedroom",1906698,Chris,,"Old Town, Princes Street and Leith Street",55.94822,-3.19501,Entire home/apt,65,3,355,2019-06-10,4.12,4,32
497140,"Lovely Quiet Apartment in Gorgie, near City Centre",2452990,Barry,,Gorgie East,55.93839,-3.23114,Entire home/apt,67,2,54,2019-05-26,0.63,1,18
500696,"Gorgeous castle-view apartment, city-centre",903026,Susan,,Tollcross,55.94312,-3.2034,Entire home/apt,67,2,183,2019-06-17,2.13,1,298
505153,Bright modern waterfront apartment,2490804,Bridie,,Western Harbour and Leith Docks,55.98697,-3.18827,Private room,80,2,21,2019-03-10,0.25,1,314
506390,Pilton Hilt-on Double Bedroom,2408509,Anne,,Granton West and Salvesen,55.97483,-3.24978,Private room,20,1,176,2019-04-28,2.08,4,293
506407,Twin room suitable for 1 or 2 pax,2408509,Anne,,Granton West and Salvesen,55.97356,-3.24846,Private room,15,1,311,2019-06-06,3.63,4,234
509191,Traditional Central Double room incl. Breakfast,851172,Zeb David,,Leith (Albert Street),55.96156,-3.17222,Private room,45,1,9,2019-05-26,0.11,10,361
513895,LUXURY  Edinburgh City Centre Garden Flat,2531629,Karyn,,Deans Village,55.94984,-3.21187,Entire home/apt,125,2,42,2019-06-09,0.88,2,33
514978,Central Edinburgh Apartment NewTown,1784753,Pamela,,Stockbridge,55.95921,-3.20368,Entire home/apt,150,3,71,2019-06-10,0.85,4,348
516445,The Park -  Holyrood Road,1801836,Shahid,,"Canongate, Southside and Dumbiedykes",55.95189,-3.17731,Entire home/apt,150,2,164,2019-06-19,1.97,4,292
517230,Edinburgh room for 2-great location,2041775,Janie,,Easter Road and Hawkhill Avenue,55.96502,-3.17445,Private room,35,2,153,2019-06-10,1.86,2,150
517409,city centre mountain view log fire,2546763,Edward,,"Old Town, Princes Street and Leith Street",55.95127,-3.18305,Entire home/apt,200,5,2,2016-08-16,0.05,1,0
520802,"Amazing Views&Apartment, CityCentre",2562187,Marta,,Abbeyhill,55.95322,-3.16779,Entire home/apt,160,2,39,2016-09-22,0.46,1,171
521385,Beautiful Grassmarket Apartment,2564448,Fiona,,"Old Town, Princes Street and Leith Street",55.94876,-3.19476,Entire home/apt,150,3,218,2019-06-09,2.55,2,270
522004,Db Room in the heart of Edinburgh*,2567250,Xanthe,,Meadows and Southside,55.9415,-3.17844,Private room,65,1,92,2019-06-09,1.10,2,71
523134,❤ 4 Poster Family Apt ☆ petfriendly ☆ Free Parking,474757,Annette,,Meadowbank and Abbeyhill North,55.95902,-3.17036,Entire home/apt,95,2,196,2019-06-22,2.33,9,126
523395,❤ Family apt ☆ Free WiFi & parking ☆ Pet-friendly,474757,Annette,,Easter Road and Hawkhill Avenue,55.96083,-3.17162,Entire home/apt,59,2,98,2018-12-16,1.20,9,0
530628,Elegant Stylish Central 5 Bed TownHouse +fast wifi,2605039,John,,Deans Village,55.95072,-3.21633,Entire home/apt,56,1,109,2019-05-06,1.29,3,278
531292,EDINBURGH ROYAL MILE APARTMENT,2609833,Allan,,"Old Town, Princes Street and Leith Street",55.95105,-3.18395,Entire home/apt,102,2,363,2019-06-21,4.49,2,219
545821,Sunny room in Edinburgh+free parking+breakfast,2683229,Sue,,Baberton and Juniper Green,55.91023,-3.28836,Private room,39,1,267,2019-06-23,3.18,1,36
551401,"Great room in good location, quiet yet central",2695821,Matt,,Newington and Dalkeith Road,55.94198,-3.17886,Private room,33,1,136,2019-06-09,1.64,2,67
551652,Edinburgh by the sea - Portobello,2710898,Danielle,,Portobello,55.95852,-3.12248,Entire home/apt,65,2,79,2018-11-04,0.94,2,0
551686,Beautiful flat by sea - Portobello,2710898,Danielle,,Portobello,55.95851,-3.12354,Entire home/apt,59,2,70,2019-05-28,0.85,2,39
558907,"2 bedroomed flat, Holyrood Palace",2747930,Jacqui,,"Canongate, Southside and Dumbiedykes",55.95318,-3.17402,Entire home/apt,121,3,40,2017-05-29,0.49,1,226
562350,Luxurious City Centre Apartment with Castle views,2765595,Morris,,Deans Village,55.95313,-3.20325,Entire home/apt,189,3,29,2019-05-19,0.39,3,312
568026,Immaculate Edinburgh 2 bedroom flat,2794963,Derek,,Polwarth,55.93953,-3.22317,Entire home/apt,55,2,317,2019-06-09,3.78,1,12
569604,Beautiful Apt with lift by Castle,2803600,Glenham,,"Old Town, Princes Street and Leith Street",55.94947,-3.19291,Entire home/apt,182,3,115,2019-06-04,1.40,7,237
573745,Beautiful Two bed Apartment in Leith with parking,2823210,Jessica,,Pilrig,55.96609,-3.17566,Entire home/apt,75,2,142,2019-06-08,1.69,1,266
579038,Beautiful Georgian Main Door Apartment,2765595,Morris,,The Shore and Constitution Street,55.97229,-3.1678,Entire home/apt,170,3,10,2019-06-17,0.14,3,328
591360,Funky 3br flat in trendy location!,2918371,Rachel,,New Town East and Gayfield,55.95823,-3.18632,Entire home/apt,100,3,245,2019-06-15,2.98,1,309
592226,Cosy Edinburgh City Flat Rental,2893359,Isabelle,,Abbeyhill,55.95373,-3.16721,Entire home/apt,45,4,44,2019-01-02,0.53,1,131
595335,"Central dble, kitchen, free parking",2042761,Tom,,Hillside and Calton Hill,55.96103,-3.1745,Private room,27,2,138,2019-06-15,1.66,2,223
603443,2 Bedroom 1 Bathroom Apartment on the Royal Mile,2711564,Harvey,,"Old Town, Princes Street and Leith Street",55.95085,-3.18775,Entire home/apt,435,2,2,2018-03-17,0.12,15,365
603446,"2 Bedroom 1 Bath Apartment,Blair Street Royal Mile",2711564,Harvey,,"Old Town, Princes Street and Leith Street",55.95047,-3.18759,Entire home/apt,315,3,6,2017-08-04,0.07,15,365
603493,"1 Bedroom 1 Bathroom - Upper Bow, Royal Mile",2711564,Harvey,,"Old Town, Princes Street and Leith Street",55.94924,-3.18828,Entire home/apt,200,3,2,2017-08-16,0.03,15,1
603497,"1 Bedroom 1 Bathroom Apt Tron Square, Royal Mile",2711564,Harvey,,"Old Town, Princes Street and Leith Street",55.94957,-3.18986,Entire home/apt,229,3,2,2017-12-28,0.09,15,365
603498,Luxurious 1 Bedroom Apartment on the Royal Mile,2711564,Harvey,,"Old Town, Princes Street and Leith Street",55.95085,-3.18944,Entire home/apt,229,3,1,2012-08-25,0.01,15,365
603501,"1 BR Luxury on Blair Street, Royal Mile,",2711564,Harvey,,"Old Town, Princes Street and Leith Street",55.9503,-3.18829,Entire home/apt,190,7,3,2015-04-07,0.04,15,365
603502,1 Bedroom 1 Bathroom Apt on the Royal Mile,2711564,Harvey,,"Old Town, Princes Street and Leith Street",55.95097,-3.18928,Entire home/apt,229,3,1,2019-01-01,0.17,15,365
603671,4 Bedroom 3 Bath Royal Mile Apart for 10 guests!,2711564,Harvey,,"Old Town, Princes Street and Leith Street",55.94918,-3.1883,Entire home/apt,515,3,13,2018-07-02,0.16,15,355
603672,"4 Bedroom 3 Bathroom Apt, Royal Mile for 12 guests",2711564,Harvey,,"Old Town, Princes Street and Leith Street",55.94947,-3.18914,Entire home/apt,599,3,11,2018-10-06,0.26,15,1
603674,"4 bedroom 4 Bathroom apt, Royal Mile for 20 guests",2711564,Harvey,,"Old Town, Princes Street and Leith Street",55.95054,-3.18878,Entire home/apt,880,3,22,2019-04-28,0.27,15,357
603726,3 Bed 2 Bathroom Apartment -sleeps 6 on Royal Mile,2711564,Harvey,,"Old Town, Princes Street and Leith Street",55.94961,-3.18928,Entire home/apt,245,2,5,2017-08-29,0.08,15,365
603996,Ocean's 2 Bedroom Apartment,2989965,OceanApartments,,Western Harbour and Leith Docks,55.98577,-3.1874,Entire home/apt,200,2,48,2019-06-24,1.35,5,339
604418,Spacious Double Room in Central Edinburgh,2916432,Claire,,Broughton South,55.96285,-3.18177,Private room,35,3,38,2018-11-05,0.45,1,40
605856,Hopetoun City Apartment -  FREE PARKING,2702833,Elaine And Amanda,,New Town East and Gayfield,55.96125,-3.18541,Entire home/apt,150,2,154,2019-06-22,1.86,1,274
607248,"VINTAGE apt,pvt GARDEN,wifiNEW TOWN",3008499,Rebecca,,Broughton North and Powderhall,55.96364,-3.1926,Entire home/apt,99,1,371,2019-06-22,4.43,25,50
610600,Bright and Spacious New Town Apartment,3027404,Tracy,,New Town East and Gayfield,55.95703,-3.19265,Entire home/apt,160,2,29,2019-05-12,0.58,1,212
610637,Little Flat near Shore,3024456,Elaine,,Great Junction Street,55.97202,-3.1717,Entire home/apt,80,3,14,2018-08-27,0.17,1,0
611124,Beautiful Little Home in Edinburgh,3030167,Suzanne,,Meadowbank and Abbeyhill North,55.95868,-3.15001,Entire home/apt,45,7,48,2019-01-01,0.57,1,0
612137,Double bedroom in quiet flat close to city centre,2056916,Jennet,,Marchmont West,55.93563,-3.19595,Private room,40,1,256,2019-06-23,3.06,1,76
613382,Edinburgh Flat with 2 double bedrooms,3042010,Richie,,Morningside,55.92656,-3.20763,Entire home/apt,130,1,180,2018-06-25,2.16,1,175
614851,"City Centre Apartment , 1 bedroom",1906698,Chris,,Tollcross,55.94327,-3.20123,Entire home/apt,65,3,266,2019-06-09,3.20,4,88
615726,"Bright, spacious Victorian flat,",2717567,Carl,,Morningside,55.92507,-3.20802,Entire home/apt,159,2,47,2019-06-07,0.60,1,114
615913,"Charming, central flat with gorgeous views",3056144,Dani,,Meadows and Southside,55.94266,-3.18364,Private room,35,2,50,2018-09-10,0.60,1,0
619888,Grassmarket No1 with Amazing Views,3071816,Maureen,,"Old Town, Princes Street and Leith Street",55.94777,-3.19738,Entire home/apt,70,3,196,2019-06-10,2.53,7,118
619889,"Grassmarket No.2 next to Castle, amazing views",3071816,Maureen,,"Old Town, Princes Street and Leith Street",55.94806,-3.19798,Entire home/apt,80,3,207,2019-06-07,2.77,7,94
619891,Grassmarket Studio in City Center,3071816,Maureen,,Tollcross,55.94607,-3.1991,Entire home/apt,70,3,247,2019-06-10,3.08,7,87
619892,Royal Mile Apartment in Old Town,3071816,Maureen,,"Canongate, Southside and Dumbiedykes",55.95062,-3.18315,Entire home/apt,90,3,202,2019-06-02,2.66,7,179
620293,"Friendly, fabulous Stockbridge B&B",3073576,Nick,,New Town West,55.95806,-3.20715,Private room,80,2,111,2019-05-26,1.33,1,319
622225,"Central, comfy 2bed flat, parking",3084267,Belinda,,"Canongate, Southside and Dumbiedykes",55.94555,-3.18171,Entire home/apt,100,3,18,2017-08-05,0.22,1,31
622466,"Luxury, City Centre, Free Wifi - M",173941,Neil,,Dalry and Fountainbridge,55.94438,-3.21892,Entire home/apt,300,2,43,2019-06-06,0.58,5,311
622487,"Luxury, City Centre, Free Wifi - B",173941,Neil,,Dalry and Fountainbridge,55.94348,-3.22005,Entire home/apt,300,2,18,2019-04-30,0.24,5,304
622500,"Luxury, City Centre, Free Wifi - J",173941,Neil,,Dalry and Fountainbridge,55.94507,-3.21965,Entire home/apt,150,2,96,2019-04-14,1.25,5,322
622532,"Luxury, City Centre, Free Wifi - G",173941,Neil,,Broughton South,55.96288,-3.18632,Entire home/apt,300,2,124,2019-06-05,1.55,5,260
622930,"CENTRAL, BEAUTIFUL, ARTISTS FLAT ",3088607,Li,,"Canongate, Southside and Dumbiedykes",55.94386,-3.18347,Entire home/apt,85,4,8,2017-09-02,0.11,2,342
623963,Beatifully decorated clean 1bdrm ap,2959776,Bahram,,Great Junction Street,55.97337,-3.17701,Entire home/apt,50,5,8,2017-09-07,0.31,1,48
624492,"Fab Festival Flat,under the castle,",3098393,Lorraine,,"Old Town, Princes Street and Leith Street",55.94811,-3.19869,Entire home/apt,220,3,34,2018-08-20,0.41,2,31
